Object ID	SMILES
CPD-13798	CC[C@@H](C(C=O)C)CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CCC1(\[C@@](CCC(=O)\C=1)(C)[C@H]2CC[C@](C)34))))
CPD-13796	CC[C@@H](C(CO)C)CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CCC1(\[C@@](CCC(=O)\C=1)(C)[C@H]2CC[C@](C)34))))
CPD-13797	CCC(CC[C@H]([C@@H]1([C@]2(CC[C@@H]3([C@]4(CCC(\C=C(CC[C@@H]([C@H](CC1)2)3)/4)=O)C))(C)))C)=C(C)C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]5([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O5)N6(C7(\N=C/N=C(C(\N=C/6)=7)/N))))[O-])[O-])=O
CPD-13803	CC[C@H](CC[C@H]([C@@H]1([C@]2(CC[C@@H]3([C@]4(CCC(\C=C(CC[C@@H]([C@H](CC1)2)3)/4)=O)C))(C)))C)C(C)C([O-])=O
CPD-13802	CC[C@H](CC[C@H]([C@@H]1([C@]2(CC[C@@H]3([C@]4(CCC(\C=C(CC[C@@H]([C@H](CC1)2)3)/4)=O)C))(C)))C)C(C)C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]5([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O5)N6(C7(\N=C/N=C(C(\N=C/6)=7)/N))))[O-])[O-])=O
CPD-13794	CC[C@@H](C(C)C)CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CCC1(\[C@@](CCC(=O)\C=1)(C)[C@H]2CC[C@](C)34))))
CPD-13793	CC[C@@H](C(C)C)CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34))))
CPD-13800	C[C@H](CCC(O)(C(C)C(O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C(C(=O)[O-])C)[C@@H]4([C@]5(CC[C@@H]6([C@]7(CCC(\C=C(CC[C@@H]([C@H](CC4)5)6)/7)=O)C))(C))
CPD-17010	C1(\NC(/C(=O)CC(=O)[O-])=C/C=1)
BENZOYL-ACETATE	C([O-])(=O)CC(=O)C1(\C=C/C=C\C=1)
CPD-514	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)C1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
CPD-13751	CC(/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(OP([O-])(OC[C@@H]1([C@@H](OP([O-])([O-])=O)[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))=O)([O-])=O)=C5(CC[C@H]6([C@@H]7(CCC4(\[C@](C)(CCC(=O)\C=4)[C@@H](CC[C@](C)56)7))))
CPD-13700	C[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])[C@H]6(CC[C@H]7([C@@H]5(CCC4(\[C@@](CCC(=O)\C=4)(C)[C@H]5CC[C@](C)67))))
CPD0-2364	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(C\C=C/CC([O-])=O)=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPDMETA-13650	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(C\C=C/CC=O)=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
3-OXO-6-ACETAMIDOHEXANOATE	CC(=O)NCCCC(=O)CC(=O)[O-]
3-OXODODECANOATE	C([R])(=O)[O-]
CPD-17266	C([R])(=O)[O-]
CPD-22561	C([R])(=O)[O-]
CPD-22560	C(OP([O-])(=O)[O-])C(C(O)(CO)C(=O)[O-])=O
2-AMINOMALONATE-SEMIALDEHYDE	C(=O)[C@H]([NH3+])C(=O)[O-]
CPD-15368	CCCCCC[C@@H](O)C\C=C/CCCCCCCC(=O)CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
CPD-14242	C([R])(=O)[O-]
CPD-16497	C([R])(=O)[O-]
3-KETO-ADIPATE	C([R])(=O)[O-]
3-KETO-ADIPYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-17401	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-10283	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-14274	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-18819	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C5(CCC6(C7(CCC4(CC(=O)CCC(C)4C(CCC(C)56)7))))
CPD-13697	C[C@H](/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])[C@H]6(CC[C@H]7([C@@H]5(CCC4(\[C@@](CCC(=O)\C=4)(C)[C@H]5CC[C@](C)67))))
CPD-18821	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])[C@H]5(CC[C@H]6([C@@H]7(\C=C/C4(/[C@](C)(CCC(=O)\C=4)[C@@H](CC[C@](C)56)7))))
CPD-13696	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])[C@H]6(CC[C@H]7([C@@H]5(CCC4(\[C@@](CCC(=O)\C=4)(C)[C@H]5CC[C@](C)67))))
CPD-18823	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])[C@H]6(CC[C@H]7([C@@H]5(CC[C@@H]4(CC(=O)CC[C@@](C)4[C@H]5CC[C@](C)67))))
CPD-13692	C[C@H](CC/C=C(C)/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])[C@H]6(CC[C@H]7([C@@H]5(CCC4(\[C@@](CCC(=O)\C=4)(C)[C@H]5CC[C@](C)67))))
3-OXO-CHOLYL-COA	C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C5(CCC6(C7(CCC4(CC(=O)CCC(C)4C(CCC(C)56)7))))
CPD-15743	C([R])(=O)[O-]
CPD0-2123	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-14404	CCCCC\C=C/C\C=C/C\C=C/CCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD0-2105	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-22012	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
3-OXOGLYCYRRHETINATE	C[C@@]5(C(CC[C@]3(C(CC[C@@]4(C)([C@]2(C)(CC[C@]1(CC[C@](C)(C([O-])=O)CC1C/2=C\C(=O)C34)(C))))5)(C))=O)(C)
CPD-7706	C([R])(=O)[O-]
K-HEXANOYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-22021	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-14271	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-14273	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-12113	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)C1(/C=C\C=C/C(/O)=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
CPD-10284	CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-19919	CC(C)CCCCC(=O)CC(SCCNC(=O)C)=O
CPD-22005	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-10260	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-10799	C([R])(=O)[O-]
CPD0-2106	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
3-OXOPALMITOYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-7705	CCC(=O)CC(=O)[O-]
CPD-13534	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
3-OXOPIMELOYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(CC(CCCC([O-])=O)=O)=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
3-OXOPRISTANOYL-COA	CC(C)CCCC(C)CCCC(C)CCC(C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
MALONATE-S-ALD	C(=O)CC([O-])=O
CPD-17259	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-22016	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-22008	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([R])=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-20689	C([R])([O-])=O
CPD-20684	C/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
PHENYL-PYRUVATE	C([R])(=O)C([O-])=O
CPD-15821	C3([R2])(=C([R3])C([R4])=C(C1(\C(=O)C2(\C(\OC(/[R9])=1)=C([R8])/C(\[R7])=C([R6])\C(/[R5])=2)))C(/[R10])=C([R1])/3)
CPD0-2476	C2(\C=C/C(\CCC1(\C(\O)=C(\C=C/C=1)\O))=C\C=2)
CPD-7999	C(C(CC1(\C=C/C=C\C=1))O)([O-])=O
3-PHENYLPROPIONATE	C(CCC1(\C=C/C=C\C=1))([O-])=O
CPD-503	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
CPD-12328	C(/CCC1(\C=C/C=C\C=1))=N\O
CPD-14673	C(#N)CCC1(\C=C/C=C\C=1)
G3P	C(OP(=O)([O-])[O-])[C@@H](O)C(=O)[O-]
DPG	C([C@@H](O)C(OP(=O)([O-])[O-])=O)OP(=O)([O-])[O-]
3-PHOSPHOGLUCARATE	C(C(OP(=O)([O-])[O-])C(O)C(=O)[O-])(C(C(=O)[O-])O)O
CPD-15964	C(C(C(O)C([O-])=O)C([O-])=O)P([O-])(O)=O
CPD-13488	C(=O)([O-])CCP(O)(=O)[O-]
CPD-235	C(C(=O)C([O-])=O)P([O-])(O)=O
3-P-HYDROXYPYRUVATE	C(OP([O-])(=O)[O-])C(=O)C(=O)[O-]
CPD0-2084	CC1(\C=N(=O)\C=C/C=1)
CPD0-2477	CCCC1(/C=C\C=C(C(/O)=1)\O)
CPD-13906	C=CC1(\C[NH2+]C(C([O-])=O)\C=1)
CPD-52	CCCC([C@@H](C([O-])=O)O)C([O-])=O
CPD0-1554	CCC/C=C(C([O-])=O)/OP([O-])([O-])=O
CPD0-1364	C(O[R3])[C@H]1(O[C@@H]([a nucleobase])[C@H]([R1])[C@H](O[R2])1)
3-PYRIDINESULFONIC-ACID	C1(\C(\S(=O)(=O)[O-])=C/C=C\N=1)
3-PYRIDYLACETIC-ACID	C1(\N=C/C=C\C(/CC(=O)[O-])=1)
CPD-7387	C1(C[NH2+]CC(O)1)
CPD-12417	COC2(/C=C(/C=C/C(OCCCC(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-])=O)/C=C(C(\O)=2)/OC)
CPD0-2195	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COP([O-])(=O)OC[C@@H](COC(CCCCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCCCC)=O)O
CPD-21109	O[R]
CPD-21240	CCCC(S)CCOC(C)=O
CPD-21111	O[R]
CPD-7673	C(CC([O-])=O)S
3-SULFINOALANINE	C([C@H]([NH3+])C(=O)[O-])S([O-])=O
CPD-16582	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCS(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-16584	C(=O)(CCS(=O)[O-])[O-]
3-SULFINYL-PYRUVATE	C(S([O-])=O)C(=O)C(=O)[O-]
3-SULFOCATECHOL	C1(C(/[R4])=C([R5])/C(/OS(=O)(=O)[O-])=C([R1])\C(/[R2])=1)[R3]
CPD-18717	C(=O)C(O)CS(=O)(=O)[O-]
RS-3-Sulfolactate	C(=O)([O-])C(O)CS(=O)(=O)[O-]
CPD-10419	C(\C=C/C(/S(=O)(=O)[O-])=C\C(=O)[O-])([O-])=O
CPD-11726	C(=O)CCS(=O)([O-])=O
2-3-dihydroxypropane-1-sulfonate	C(S(=O)(=O)[O-])C(O)CO
CPD-11727	C([O-])(=O)CCS(=O)([O-])=O
CPD-380	C(=O)([O-])C(=O)CS(=O)(=O)[O-]
CPD0-1689	CCCCCCCCCCCC1(\C(C2(\C(\C(C(/C)=1)=O)=C/C=C\C=2))=O)
3-UREIDO-PROPIONATE	C(NC(=O)N)CC([O-])=O
CPD-9296	C=CC1(C\C=C/SS1)
CPD-16467	C([R])(=O)[O-]
CPD-17511	C([R])(=O)C([O-])=O
CPD-17512	C([R])(=O)C([O-])=O
CPD-12683	C([R])(=O)C([O-])=O
CPD-17549	C([R])(=O)C([O-])=O
3-2-METHYLTHIOETHYLMALIC-ACID	CSCCC(C(=O)[O-])C(O)C([O-])=O
CPD-18546	C(NC1(/C=C\C=C/C(/N)=1))C(=O)C(=O)[O-]
CPD-17551	C([R])(=O)C([O-])=O
CPD-18283	C/C=C(C)/C=C/C=C/C[C@H](C)C[C@H](C)/C=C/C(C1(C(=O)N[C@H](CC(C)(O)C([O-])=O)C1=O))=O
CPD-17536	C([R])(=O)C([O-])=O
CPD-19263	CC1(\C2(\C=C/C=C(C(C(\O)=C(C(/C\C=C(C(\O)=C\C(=O)N)/N(C)C)=1)\C(=O)[O-])=2)/O))
CPD-17552	C([R])(=O)C([O-])=O
CPDQT-36	C(C(CCCSC)C(O)C(=O)[O-])(=O)[O-]
CPD-13757	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(O)[C@@H]1([C@H](O)CC[C@]2(C)(C(=O)CC[C@@H]12)))COP(=O)(OP(=O)(OC[C@@H]3([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O3)N4(C5(\N=C/N=C(C(\N=C/4)=5)/N))))[O-])[O-]
CPD-13758	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[C@@H]1([C@H](O)CC[C@]2(C)(C(=O)CC[C@@H]12)))COP(=O)(OP(=O)(OC[C@@H]3([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O3)N4(C5(\N=C/N=C(C(\N=C/4)=5)/N))))[O-])[O-]
CPD-21411	CC(C)(COP(OP([O-])(OC[C@@H]1([C@@H](OP([O-])([O-])=O)[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))=O)([O-])=O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]4([C@H](O)CC[C@]5(C)(C(=O)CC[C@@H]45))
CPD-13759	C[C@]12(CC[C@@H](O)[C@@H](C(=O)[O-])[C@H](CCC(=O)1)2)
CPD-13711	C[C@]12(CCC(=O)[C@@H](CCC([O-])=O)[C@H](CCC(=O)1)2)
CPD-13754	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC[C@@H]1(C(=O)CC[C@]2(C)(C(=O)CC[C@@H]12)))COP(=O)(OP(=O)(OC[C@@H]3([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O3)N4(C5(\N=C/N=C(C(\N=C/4)=5)/N))))[O-])[O-]
CPD-19857	CC\C=C/C\C=C/C\C=C/C\C=C/CC[C@@H]1(C(=O)O[C@@H]1C\C=C/C\C=C/C\C=C/C\C=C/CC)
CPDQT-37	CSCCCCC(C(O)C(=O)[O-])C(=O)[O-]
CPD-13993	C2(Cl)(\N=C(NC1(\C=C(\C=C/C=1)\S([O-])(=O)=O))/N=C(N)\N=2)
CPD-17510	C([R])(=O)C([O-])=O
CPDQT-38	CSCCCCCC(C(O)C(=O)[O-])C(=O)[O-]
CPDQT-39	CSCCCCCCC(C(O)C(=O)[O-])C(=O)[O-]
CPDQT-40	CSCCCCCCCC(C(O)C(=O)[O-])C(=O)[O-]
CPD-12620	O[R]
CPD-14641	C1(C(/[R4])=C([R5])/C(/O)=C([R1])\C(/[R2])=1)[R3]
CPD-20765	[C-]#[N+]/C=C/C1(/C2(\C=C/C=C\C(\N\C=1)=2))
CPD-20769	[C-]#[N+]\C=C/C1(/C2(\C=C/C=C\C(\N\C=1)=2))
CPD-11971	C([NH3+])[C@@H](O)CCN(O)C(=O)CCC(=O)[O-]
CPD-13670	C[C@]1([C@H](CC[C@@]2(C5([C@@](CCC12)([C@]3(C(/C4([C@@](CC3)(CC[C@@](C4)(CO)C)C))=C/C(=O)5)C)C))C)O)C
CPD-13668	C[C@]1([C@H](CC[C@@]2(C5([C@@](CCC12)([C@]3(C(/C4([C@@](CC3)(CC[C@@](C4)(CO)C)C))=C/C5)C)C))C)O)C
CPD-4568	CC(C)=CCC[C@H]([C@@H]1([C@]3(C)([C@@](CO)(CC1)C4(\CC[C@@H]2(C(C)(C)[C@@H](O)CC[C@@]2(C(\CC3)=4)C)))))C
CPD-21438	CC(C)C(CC[C@@H](C)[C@H]2(CC[C@@]3(CO)(C4(\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4)))))=C
CPD-21943	C[C@@H]3([C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](CO)/C=C(C)/C(=O)C1(/C2(/C(=O)/C=C(C(=O)C(/C(/O)=C(C)\C(\O)=1)=2)/NC(=O)C(/CO)=C/C=C/3)))
CPD-22024	C([R])([O-])=O
CPD-22025	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-21333	C[C@]1([C@H](CC[C@@]2(C5([C@@](CCC12)([C@]3(C(/C4([C@@](CC3)(CC[C@@](C4)(C=O)C)C))=C/C5)C)C))C)O)C
CPD-4573	CC(C)=CCC[C@H]([C@@H]1([C@]3(C)([C@@](C=O)(CC1)C4(\CC[C@@H]2(C(C)(C)[C@@H](O)CC[C@@]2(C(\CC3)=4)C)))))C
CPD-21439	CC(C)C(CC[C@@H](C)[C@H]2(CC[C@@]3(C=O)(C4(\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4)))))=C
CPD-22130	CC(C)CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@H](C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5))))
CPD-22132	CC34(CCC2(C(CCC1(CC(=O)CCC(C)12))C(CCC([R])3)4))
CPD-10014	C=CCC3(C(=O)CC(O)C(C(C(\C)=C/C1(CCC(O)C(O)C1))OC(=O)C2(CCCCN2C(=O)C(=O)C4(O)(OC(C(OC)CC(C)CC(\C)=C/3)C(OC)CC(C)4)))C)
CPD-10242	C[C@@H]3([C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C(C)/C(=O)C1(/C2(/C(=O)/C=C(C(=O)C(/C(/O)=C(C)\C(\O)=1)=2)/NC(=O)C(/C)=C/C=C/3)))
